url,beds,city,date,size,type,baths,price,neighborhood,property_group,size_min_sqft,size_max_sqft,size_mean_sqft,listing_date,listing_age_days,price_per_sqft,neighborhood_bucket
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-rosewood-city-gurgaon-3150-sq-ft-spid-N79854273,4,Gurgaon,2025-02-19T04:38:38.179Z,3150 sqft,4 BHK Independent Builder Floor,4,44900000.0,Rosewood City,Independent Floor,3150.0,3150.0,3150.0,2025-02-19 04:38:38.179,-1.0,14253.968253968254,Other
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-luxury-builder-floor-in-south-city-2-south-city-2-gurgaon-3240-sq-ft-spid-L79885421,4,Gurgaon,2025-02-19T04:38:38.179Z,3240 sqft,4 BHK Independent Builder Floor,4,34000000.0,South City 2,Independent Floor,3240.0,3240.0,3240.0,2025-02-19 04:38:38.179,-1.0,10493.827160493827,Other
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-atchampeta-kakinada-2600-sq-ft-spid-F79579347,3,Kakinada,1mo ago,2600 sqft,Luxury Villa,5,16500000.0,Atchampeta,Villa,2600.0,2600.0,2600.0,,,6346.153846153846,Other
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kovvada-kakinada-1800-sq-ft-spid-W79454185,3,Kakinada,1mo ago,1800 sqft,Luxury Villa,2,11600000.0,Kovvada,Villa,1800.0,1800.0,1800.0,,,6444.444444444444,Other
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vakalapudi-kakinada-165-sq-ft-spid-J78732827,4,Kakinada,2mo ago,165 sqft,Luxury Villa,6,10000000.0,Vakalapudi,Villa,165.0,165.0,165.0,,,60606.06060606061,Other
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sasikanth-nagar-kakinada-28800-sq-ft-spid-O80294923,5,Kakinada,4d ago,2304 sqft,Luxury Villa,5,20000000.0,Sasikanth Nagar,Villa,2304.0,2304.0,2304.0,2025-02-15 00:00:00.000,4.0,8680.555555555555,Sasikanth Nagar
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sasikanth-nagar-kakinada-2400-sq-ft-spid-O80266555,4,Kakinada,6d ago,230 sqft,Luxury Villa,5,20000000.0,Sasikanth Nagar,Villa,230.0,230.0,230.0,2025-02-13 00:00:00.000,6.0,86956.52173913043,Sasikanth Nagar
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ramanayapeta-kakinada-3150-sq-ft-spid-X80181911,5,Kakinada,1w ago,3150 sqft,Luxury Villa,5,25000000.0,Ramanayapeta,Villa,3150.0,3150.0,3150.0,2025-02-12 00:00:00.000,7.0,7936.507936507936,Ramanayapeta
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-atchampeta-kakinada-2600-sq-ft-spid-F79579347,3,Kakinada,2025-01-19,2600 sqft,Villa,5,16500000.0,Atchampeta,Villa,2600.0,2600.0,2600.0,2025-01-19 00:00:00.000,31.0,6346.153846153846,Other
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kovvada-kakinada-1800-sq-ft-spid-W79454185,3,Kakinada,2025-01-19,1800 sqft,Villa,2,11600000.0,Kovvada,Villa,1800.0,1800.0,1800.0,2025-01-19 00:00:00.000,31.0,6444.444444444444,Other
https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-madhavapatnam-kakinada-350-sq-ft-r1-spid-A76438401,2,Kakinada,2025-01-19,350 sqft,Villa,1,5500000.0,Madhavapatnam,Villa,350.0,350.0,350.0,2025-01-19 00:00:00.000,31.0,15714.285714285714,Other
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sbi-employees-colony-kakinada-1283-sq-ft-spid-J78764367,3,Kakinada,2025-01-19,1368 sqft,Villa,3,6900000.0,SBI Employees Colony,Villa,1368.0,1368.0,1368.0,2025-01-19 00:00:00.000,31.0,5043.859649122807,Other
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vakalapudi-kakinada-165-sq-ft-spid-J78732827,4,Kakinada,2025-01-19,165 sqft,Villa,6,10000000.0,Vakalapudi,Villa,165.0,165.0,165.0,2025-01-19 00:00:00.000,31.0,60606.06060606061,Other
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sasikanth-nagar-kakinada-28800-sq-ft-spid-O80294923,5,Kakinada,2025-01-19,2304 sqft,Villa,4,20000000.0,Sasikanth Nagar,Villa,2304.0,2304.0,2304.0,2025-01-19 00:00:00.000,31.0,8680.555555555555,Sasikanth Nagar
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-rameswaram-kakinada-1450-sq-ft-spid-G80269003,3,Kakinada,2025-01-19,1450 sqft,Villa,2,5800000.0,Rameswaram,Villa,1450.0,1450.0,1450.0,2025-01-19 00:00:00.000,31.0,4000.0,Other
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sasikanth-nagar-kakinada-2400-sq-ft-spid-O80266555,4,Kakinada,2025-01-19,230 sqft,Villa,5,20000000.0,Sasikanth Nagar,Villa,230.0,230.0,230.0,2025-01-19 00:00:00.000,31.0,86956.52173913043,Sasikanth Nagar
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ramanayapeta-kakinada-3150-sq-ft-spid-X80181911,5,Kakinada,2025-01-19,3150 sqft,Villa,5,25000000.0,Ramanayapeta,Villa,3150.0,3150.0,3150.0,2025-01-19 00:00:00.000,31.0,7936.507936507936,Ramanayapeta
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ramanayapeta-kakinada-1422-sq-ft-spid-T80143813,4,Kakinada,2025-01-19,1422 sqft,Villa,2,8000000.0,Ramanayapeta,Villa,1422.0,1422.0,1422.0,2025-01-19 00:00:00.000,31.0,5625.879043600563,Ramanayapeta
https://www.99acres.com/residential-land-plot-for-sale-in-thagarapuvalasa-visakhapatnam-167-sq-yard-spid-I76078449,0,Visakhapatnam,2025-02-19T04:38:36.102Z,1503 sqft,Residential land / Plot,0,4676000.0,Thagarapuvalasa,Land/Plot,1503.0,1503.0,1503.0,2025-02-19 04:38:36.102,-1.0,3111.1111111111113,Other
https://www.99acres.com/residential-land-plot-for-sale-in-bheemili-visakhapatnam-140-sq-yard-spid-I76618949,0,Visakhapatnam,2025-02-19T04:38:36.102Z,1260 sqft,Residential land / Plot,0,3780000.0,Bheemili,Land/Plot,1260.0,1260.0,1260.0,2025-02-19 04:38:36.102,-1.0,3000.0,Other
https://www.99acres.com/rudra-seniors-madhurawada-visakhapatnam-npxid-r408482,2,Visakhapatnam,2025-02-19T04:38:36.102Z,990 - 1245 sqft,2 BHK Apartment,2,4940000.0,Madhurawada,Apartment/Flat,990.0,1245.0,1117.5,2025-02-19 04:38:36.102,-1.0,4420.581655480984,Madhurawada
https://www.99acres.com/vk-erica-madhurawada-visakhapatnam-npxid-r438076,3,Visakhapatnam,2025-02-19T04:38:36.102Z,1630 - 2190 sqft,3 BHK Apartment,3,9454000.0,Madhurawada,Apartment/Flat,1630.0,2190.0,1910.0,2025-02-19 04:38:36.102,-1.0,4949.738219895288,Madhurawada
https://www.99acres.com/the-celest-gajuwaka-visakhapatnam-npxid-r377188,2,Visakhapatnam,2025-02-19T04:38:36.102Z,823 - 1117 sqft,"2, 3 BHK Apartment",2,7501000.0,Gajuwaka,Apartment/Flat,823.0,1117.0,970.0,2025-02-19 04:38:36.102,-1.0,7732.98969072165,Gajuwaka
https://www.99acres.com/edara-twilight-park-shivaji-palem-visakhapatnam-npxid-r439018,3,Visakhapatnam,2025-02-19T04:38:36.102Z,2195 - 2650 sqft,3 BHK Apartment,3,18700000.0,Shivaji Palem,Apartment/Flat,2195.0,2650.0,2422.5,2025-02-19 04:38:36.102,-1.0,7719.298245614035,Other
https://www.99acres.com/mvv-and-mk-park-gajuwaka-visakhapatnam-npxid-r331705,2,Visakhapatnam,2025-02-19T04:38:36.102Z,895 - 1050 sqft,2 BHK Apartment,2,3133000.0,Gajuwaka,Apartment/Flat,895.0,1050.0,972.5,2025-02-19 04:38:36.102,-1.0,3221.5938303341904,Gajuwaka
https://www.99acres.com/mvv-towers-yendada-visakhapatnam-npxid-r385012,2,Visakhapatnam,2025-02-19T04:38:36.102Z,1158 - 1474 sqft,"2, 3 BHK Apartment",2,6947000.0,Yendada,Apartment/Flat,1158.0,1474.0,1316.0,2025-02-19 04:38:36.102,-1.0,5278.87537993921,Other
https://www.99acres.com/rs-aurora-bay-bheemili-visakhapatnam-npxid-r411360,3,Visakhapatnam,2025-02-19T04:38:36.102Z,3503 - 6226 sqft,"3, 4, 5, 6 BHK Villa",3,29800000.0,Bheemili,Villa,3503.0,6226.0,4864.5,2025-02-19 04:38:36.102,-1.0,6126.015006681057,Other
https://www.99acres.com/residential-land-plot-for-sale-in-vennala-kochi-339-sq-yard-spid-D78423293,0,Kochi,3mo ago,3049 sqft,Residential land / Plot,0,12000000.0,Vennala,Land/Plot,3049.0,3049.0,3049.0,,,3935.716628402755,Vennala
https://www.99acres.com/residential-land-plot-for-sale-in-vennala-kochi-1162-sq-yard-spid-O79520349,0,Kochi,1mo ago,10454 sqft,Residential land / Plot,0,39600000.0,Vennala,Land/Plot,10454.0,10454.0,10454.0,,,3788.023722976851,Vennala
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-nagpal-sapphire-heights-vennala-kochi-1388-sq-ft-spid-D80169371,3,Kochi,1w ago,1388 sqft,3 BHK Flat,2,7500000.0,Nagpal Sapphire Heights,Apartment/Flat,1388.0,1388.0,1388.0,2025-02-12 00:00:00.000,7.0,5403.458213256484,Other
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vennala-kochi-1375-sq-ft-spid-J79757557,3,Kochi,4w ago,1375 sqft,3 Bedroom House,3,7000000.0,Vennala,House,1375.0,1375.0,1375.0,2025-01-22 00:00:00.000,28.0,5090.909090909091,Vennala
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vennala-kochi-1350-sq-ft-r1-spid-J51800632,3,Kochi,1mo ago,1350 sqft,3 BHK Flat,3,5000000.0,sheetal apartments,Apartment/Flat,1350.0,1350.0,1350.0,,,3703.703703703704,Other
https://www.99acres.com/residential-land-plot-for-sale-in-chalikavattom-kochi-104-sq-yard-spid-G78545131,0,Kochi,3mo ago,940 sqft,Residential land / Plot,0,1500000.0,Chalikavattom,Land/Plot,940.0,940.0,940.0,,,1595.7446808510638,Other
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chalikavattom-kochi-1375-sq-ft-spid-B78323137,3,Kochi,3mo ago,1375 sqft,3 Bedroom House,3,7000000.0,Chalikavattom,House,1375.0,1375.0,1375.0,,,5090.909090909091,Other
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-chalikavattom-kochi-1000-sq-ft-r5-spid-P60024418,2,Kochi,2w ago,1000 sqft,2 BHK Flat,2,8000000.0,good earth hamlet,Apartment/Flat,1000.0,1000.0,1000.0,2025-02-05 00:00:00.000,14.0,8000.0,Other
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chakkaraparambu-kochi-1000-sq-ft-r2-spid-R63177728,3,Kochi,2mo ago,1000 sqft,3 Bedroom House,3,7500000.0,Chakkaraparambu,House,1000.0,1000.0,1000.0,,,7500.0,Other
https://www.99acres.com/residential-land-plot-for-sale-in-chakkaraparambu-kochi-3975-sq-yard-r1-spid-Q55098104,0,Kochi,2mo ago,35790 sqft,Residential land / Plot,0,35000000.0,Chakkaraparambu,Land/Plot,35790.0,35790.0,35790.0,,,977.9267951941883,Other
https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-noida-3226-sq-ft-r8-spid-U66608396,9,Noida,1mo ago,3229 sqft,Independent House/Villa,9,55000000.0,Sector 39,Villa,3229.0,3229.0,3229.0,,,17033.137194177765,Other
https://www.99acres.com/residential-land-plot-for-sale-in-rwa-sector-122-sector-122-noida-538-sq-yard-spid-C79242955,0,Noida,Yesterday,4843 sqft,Residential Land,0,90000000.0,Sector 122,Land/Plot,4843.0,4843.0,4843.0,2025-02-18 00:00:00.000,1.0,18583.52260995251,Other
https://www.99acres.com/residential-land-plot-for-sale-in-od-kedeswar-vihar-phulnakhara-bhubaneswar-133-sq-yard-to-222-sq-yard-npspid-S78806221,0,Bhubaneswar,2025-02-19,1200-2000 sqft,Residential land / Plot,0,1559000.0,Phulnakhara,Land/Plot,1200.0,2000.0,1600.0,2025-02-19 00:00:00.000,0.0,974.375,Other
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shuvam-meadows-patia-bhubaneswar-2179-sq-ft-spid-V79818033,3,Bhubaneswar,2025-02-19,2179 sqft,3 BHK Flat,3,18000000.0,Patia,Apartment/Flat,2179.0,2179.0,2179.0,2025-02-19 00:00:00.000,0.0,8260.670032124828,Other
https://www.99acres.com/mahima-greenex-hanspal-bhubaneswar-npxid-r413530,2,Bhubaneswar,2025-02-19,758.34 - 945.73 sqft,"2, 3 BHK Apartment",0,7900000.0,Hanspal,Apartment/Flat,758.34,945.73,852.0350000000001,2025-02-19 00:00:00.000,0.0,9271.919580768395,Other
https://www.99acres.com/one-world-janla-bhubaneswar-npxid-r424559,2,Bhubaneswar,2025-02-19,1185 - 1610 sqft,"2, 3 BHK Apartment",0,8938000.0,Janla,Apartment/Flat,1185.0,1610.0,1397.5,2025-02-19 00:00:00.000,0.0,6395.706618962433,Other
https://www.99acres.com/urban-sereno-gothapatna-bhubaneswar-npxid-r420678,2,Bhubaneswar,2025-02-19,1691 - 2543 sqft,"2, 3 BHK Apartment",0,8286000.0,Gothapatna,Apartment/Flat,1691.0,2543.0,2117.0,2025-02-19 00:00:00.000,0.0,3914.0292867265,Other
https://www.99acres.com/falcon-tatva-khandagiri-bhubaneswar-npxid-r411558,3,Bhubaneswar,2025-02-19,1527 - 2078 sqft,"3, 4 BHK Apartment",0,20600000.0,Khandagiri,Apartment/Flat,1527.0,2078.0,1802.5,2025-02-19 00:00:00.000,0.0,11428.57142857143,Other
https://www.99acres.com/motwani-anantara-jharapada-bhubaneswar-npxid-r421539,3,Bhubaneswar,2025-02-19,2160 - 3190 sqft,"3, 4 BHK Apartment",0,14700000.0,Jharapada,Apartment/Flat,2160.0,3190.0,2675.0,2025-02-19 00:00:00.000,0.0,5495.327102803738,Other
https://www.99acres.com/z-padmanabha-pahala-bhubaneswar-npxid-r413474,2,Bhubaneswar,2025-02-19,923 - 3097 sqft,"2, 3, 4, 5 BHK Apartment",0,11800000.0,Pahala,Apartment/Flat,923.0,3097.0,2010.0,2025-02-19 00:00:00.000,0.0,5870.646766169154,Other
https://www.99acres.com/utkal-reserve-patrapada-bhubaneswar-npxid-r390078,2,Bhubaneswar,2025-02-19,1877 - 3038 sqft,"2, 3, 4, 5 BHK Apartment",0,14000000.0,Patrapada,Apartment/Flat,1877.0,3038.0,2457.5,2025-02-19 00:00:00.000,0.0,5696.846388606307,Other
https://www.99acres.com/utkal-isquare-patia-bhubaneswar-npxid-r424292,2,Bhubaneswar,2025-02-19,704.71 - 1009.23 sqft,"2, 3 BHK Apartment",0,7200000.0,Patia,Apartment/Flat,704.71,1009.23,856.97,2025-02-19 00:00:00.000,0.0,8401.69434169224,Other
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-s-saamarth-twinland-koba-gandhinagar-8478-sq-ft-to-10573-sq-ft-npspid-G79358405,5,Gandhinagar,2025-02-19,8478-10573 sqft,5 BHK House,0,0.0,"Koba, Raysan",House,8478.0,10573.0,9525.5,2025-02-19 00:00:00.000,0.0,0.0,Other
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-1530-sq-ft-spid-Z79621649,2,Gandhinagar,2025-02-19,1530 sqft,2 BHK Flat,2,6500000.0,Sargasan,Apartment/Flat,1530.0,1530.0,1530.0,2025-02-19 00:00:00.000,0.0,4248.366013071895,Sargasan
https://www.99acres.com/polaris-calice-randesan-gandhinagar-npxid-r411905,3,Gandhinagar,2025-02-19,2511-2655 sqft,3 BHK Apartment,0,11200000.0,Randesan,Apartment/Flat,2511.0,2655.0,2583.0,2025-02-19 00:00:00.000,0.0,4336.043360433604,Other
https://www.99acres.com/sobha-elysia-gift-city-gandhinagar-npxid-r426127,3,Gandhinagar,2025-02-19,1225.7-2611 sqft,"3, 4 BHK Apartment",0,25400000.0,Gift City,Apartment/Flat,1225.7,2611.0,1918.35,2025-02-19 00:00:00.000,0.0,13240.545260249695,Other
https://www.99acres.com/altezza-by-the-palm-sargasan-gandhinagar-npxid-r394631,3,Gandhinagar,2025-02-19,2916 sqft,3 BHK Apartment,0,11900000.0,Sargasan,Apartment/Flat,2916.0,2916.0,2916.0,2025-02-19 00:00:00.000,0.0,4080.932784636488,Sargasan
https://www.99acres.com/the-one-randesan-gandhinagar-npxid-r425978,4,Gandhinagar,2025-02-19,4158-5598 sqft,"4, 5 BHK Apartment",0,20000000.0,Randesan,Apartment/Flat,4158.0,5598.0,4878.0,2025-02-19 00:00:00.000,0.0,4100.041000410004,Other
https://www.99acres.com/polaris-casarica-sargasan-gandhinagar-npxid-r393562,3,Gandhinagar,2025-02-19,2475 sqft,3 BHK Apartment,0,10700000.0,Sargasan,Apartment/Flat,2475.0,2475.0,2475.0,2025-02-19 00:00:00.000,0.0,4323.232323232323,Sargasan
https://www.99acres.com/srushti-kudasan-gandhinagar-npxid-r383515,2,Gandhinagar,2025-02-19,1503-3915 sqft,"2, 3, 4 BHK Apartment",0,7014000.0,Kudasan,Apartment/Flat,1503.0,3915.0,2709.0,2025-02-19 00:00:00.000,0.0,2589.1472868217056,Other
https://www.99acres.com/ekarth-sarvam-koba-gandhinagar-npxid-r428573,4,Gandhinagar,2025-02-19,6750-7560 sqft,"4, 5 BHK Apartment",0,0.0,Koba,Apartment/Flat,6750.0,7560.0,7155.0,2025-02-19 00:00:00.000,0.0,0.0,Other
https://www.99acres.com/shilp-north-sky-gift-city-gandhinagar-npxid-r406643,2,Gandhinagar,2025-02-19,1325-4717 sqft,"2, 3, 4 BHK Apartment",0,12200000.0,Gift City,Apartment/Flat,1325.0,4717.0,3021.0,2025-02-19 00:00:00.000,0.0,4038.3978814961933,Other
https://www.99acres.com/residential-land-plot-for-sale-in-kanyakumari-121-sq-yard-spid-C79440309,0,Kanyakumari,2025-02-17,1090 sqft,Plot/Land,0,4000000.0,"Near Shri Shirdi Sai Baba Temple, Pothayadi junction.",Land/Plot,1090.0,1090.0,1090.0,2025-02-17 00:00:00.000,2.0,3669.7247706422017,Other
https://www.99acres.com/residential-land-plot-for-sale-in-azad-nagar-madhavalayam-kanyakumari-339-sq-yard-spid-R79917611,0,Kanyakumari,2025-02-05,3049 sqft,Plot/Land,0,6300000.0,"Madhavalayam, Azad Nagar",Land/Plot,3049.0,3049.0,3049.0,2025-02-05 00:00:00.000,14.0,2066.2512299114464,Other
https://www.99acres.com/residential-land-plot-for-sale-in-thiruppathisaram-kanyakumari-48-sq-yard-spid-C79621191,0,Kanyakumari,2025-02-02,435 sqft,Plot/Land,0,1100000.0,Thiruppathisaram,Land/Plot,435.0,435.0,435.0,2025-02-02 00:00:00.000,17.0,2528.735632183908,Other
https://www.99acres.com/residential-land-plot-for-sale-in-putheri-kanyakumari-242-sq-yard-spid-N79629105,0,Kanyakumari,2025-02-02,2178 sqft,Plot/Land,0,4000000.0,Putheri,Land/Plot,2178.0,2178.0,2178.0,2025-02-02 00:00:00.000,17.0,1836.5472910927456,Other
https://www.99acres.com/residential-land-plot-for-sale-in-thuckalay-kanyakumari-439-sq-yard-spid-K80381775,0,Kanyakumari,2025-02-18,3950 sqft,Plot/Land,0,13500000.0,Thuckalay,Land/Plot,3950.0,3950.0,3950.0,2025-02-18 00:00:00.000,1.0,3417.721518987342,Other
https://www.99acres.com/residential-land-plot-for-sale-in-kulasekharam-kanyakumari-290-sq-yard-spid-G80376215,0,Kanyakumari,2025-02-18,2613 sqft,Plot/Land,0,3600000.0,Kulasekharam,Land/Plot,2613.0,2613.0,2613.0,2025-02-18 00:00:00.000,1.0,1377.7267508610792,Other
https://www.99acres.com/residential-land-plot-for-sale-in-marthandam-kanyakumari-1111-sq-yard-spid-X80321373,0,Kanyakumari,2025-02-16,10000 sqft,Plot/Land,0,53000000.0,Marthandam,Land/Plot,10000.0,10000.0,10000.0,2025-02-16 00:00:00.000,3.0,5300.0,Other
https://www.99acres.com/residential-land-plot-for-sale-in-mandaikadu-kanyakumari-629-sq-yard-spid-N80300531,0,Kanyakumari,2025-02-15,5662 sqft,Plot/Land,0,5460000.0,Mandaikadu,Land/Plot,5662.0,5662.0,5662.0,2025-02-15 00:00:00.000,4.0,964.3235605793006,Other
https://www.99acres.com/residential-land-plot-for-sale-in-thuckalay-kanyakumari-242-sq-yard-spid-V80241639,0,Kanyakumari,2025-02-15,2178 sqft,Plot/Land,0,3000000.0,Thuckalay,Land/Plot,2178.0,2178.0,2178.0,2025-02-15 00:00:00.000,4.0,1377.4104683195592,Other
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-marthandam-kanyakumari-3800-sq-ft-spid-G80215947,3,Kanyakumari,2025-02-12,3800 sqft,House,2,10000000.0,Marthandam,House,3800.0,3800.0,3800.0,2025-02-12 00:00:00.000,7.0,2631.5789473684213,Other
https://www.99acres.com/residential-land-plot-for-sale-in-sulur-coimbatore-319-sq-yard-r2-spid-H77649167,0,Coimbatore,2025-02-19,2874 sqft,Residential land / Plot,0,1998000.0,Sulur,Land/Plot,2874.0,2874.0,2874.0,2025-02-19 00:00:00.000,0.0,695.1983298538622,Sulur
